geneID	orthoID	fullName	ncbiID	supertaxon	Variable 1	Variable 2	%Spec
OG_1087	nempa_5256_1:NEPG_01603	Nematocida parisii	586133	Microsporidia	0.99597986355	0	0.909090909
OG_1087	nosce_4242_1:NCER_100803	Nosema ceranae	40302	Microsporidia	0.99373900295	0	0.909090909
OG_1087	enche_5516_1:EHEL_061310	Encephalitozoon hellem	27973	Microsporidia	0.99955292869	0	0.909090909
OG_1087	vavcu_5255_1:VCUG_00498	Vavraia culicis	103449	Microsporidia	0.939207049	0	0.909090909
OG_1087	annca_339:H312_02921	Anncaliia algerae PRA339	1288291	Microsporidia	0.99815117866	0	0.909090909
OG_1087	entbi_4241_1:EBI_25788	Enterocytozoon bieneusi	31281	Microsporidia	1	0	0.909090909
OG_1087	enccu_2934_1:ECU06_1330	Encephalitozoon cuniculi	6035	Microsporidia	0.998729407	0	0.909090909
OG_1087	vitco_50505:VICG_01456	Vittaforma corneae ATCC 50505	993615	Microsporidia	0.998729407	0	0.909090909
OG_1087	edhae_4124_1:EDEG_02080	Edhazardia aedis	70536	Microsporidia	0.99878220935	0	0.909090909
OG_1087	encin_5517_1:Eint_061290	Encephalitozoon intestinalis ATCC 50506	876142	Microsporidia	0.99958260256	0	0.909090909
OG_1090	encin_5517_1:Eint_101490	Encephalitozoon intestinalis ATCC 50506	876142	Microsporidia	1	0	0.909090909
OG_1090	enccu_2934_1:ECU10_1530	Encephalitozoon cuniculi	6035	Microsporidia	0.999621214	0	0.909090909
OG_1090	nempa_5256_1:NEPG_00906	Nematocida parisii	586133	Microsporidia	0.991203703	0	0.909090909
OG_1090	edhae_4124_1:EDEG_03678	Edhazardia aedis	70536	Microsporidia	0.998659543	0	0.909090909
OG_1090	nosce_4242_1:NCER_102186	Nosema ceranae	40302	Microsporidia	0.99944398	0	0.909090909
OG_1090	vavcu_5255_1:VCUG_01385	Vavraia culicis	103449	Microsporidia	0.99978355	0	0.909090909
OG_1090	antlo_2712:1325	Antonospora locustae	278021	Microsporidia	0.997637794	0	0.909090909
OG_1090	annca_339:H312_02820	Anncaliia algerae PRA339	1288291	Microsporidia	0.99944398	0	0.909090909
OG_1090	entbi_4241_1:EBI_26254	Enterocytozoon bieneusi	31281	Microsporidia	0.999182914	0	0.909090909
OG_1090	enche_5516_1:EHEL_101560	Encephalitozoon hellem	27973	Microsporidia	1	0	0.909090909
OG_1182	nempa_5256_1:NEPG_00864	Nematocida parisii	586133	Microsporidia	0.99578611084	0	1.000000000
OG_1182	vitco_50505:VICG_00790	Vittaforma corneae ATCC 50505	993615	Microsporidia	0.99091812461	0	1.000000000
OG_1182	edhae_4124_1:EDEG_01204	Edhazardia aedis	70536	Microsporidia	0.99842356072	0	1.000000000
OG_1182	enche_5516_1:EHEL_041080	Encephalitozoon hellem	27973	Microsporidia	0.99915644403	0	1.000000000
OG_1182	encin_5517_1:Eint_041130	Encephalitozoon intestinalis ATCC 50506	876142	Microsporidia	0.99913905988	0	1.000000000
OG_1182	antlo_2712:2534	Antonospora locustae	278021	Microsporidia	0.99852315884	0	1.000000000
OG_1182	annca_339:H312_02866	Anncaliia algerae PRA339	1288291	Microsporidia	0.99451652083	0	1.000000000
OG_1182	entbi_4241_1:EBI_27094	Enterocytozoon bieneusi	31281	Microsporidia	0.994618834	0	1.000000000
OG_1182	vavcu_5255_1:VCUG_01458	Vavraia culicis	103449	Microsporidia	0.99147030034	0	1.000000000
OG_1182	nosce_4242_1:NCER_101817	Nosema ceranae	40302	Microsporidia	0.997520662	0	1.000000000
OG_1182	enccu_2934_1:ECU04_1150	Encephalitozoon cuniculi	6035	Microsporidia	0.99575401475	0	1.000000000
OG_1185	nosce_4242_1:NCER_100279	Nosema ceranae	40302	Microsporidia	0.99907210528	0	1.000000000
OG_1185	antlo_2712:812	Antonospora locustae	278021	Microsporidia	0.99697716751	0	1.000000000
OG_1185	edhae_4124_1:EDEG_02780	Edhazardia aedis	70536	Microsporidia	0.99629150002	0	1.000000000
OG_1185	encin_5517_1:Eint_010690	Encephalitozoon intestinalis ATCC 50506	876142	Microsporidia	1	0	1.000000000
OG_1185	vavcu_5255_1:VCUG_00129	Vavraia culicis	103449	Microsporidia	0.99907133002	0	1.000000000
OG_1185	enche_5516_1:EHEL_010660	Encephalitozoon hellem	27973	Microsporidia	1	0	1.000000000
OG_1185	vitco_50505:VICG_01221	Vittaforma corneae ATCC 50505	993615	Microsporidia	0.99721006255	0	1.000000000
OG_1185	entbi_4241_1:EBI_25502	Enterocytozoon bieneusi	31281	Microsporidia	0.99218651437	0	1.000000000
OG_1185	annca_339:H312_00606	Anncaliia algerae PRA339	1288291	Microsporidia	0.99350740258	0	1.000000000
OG_1185	enccu_2934_1:ECU01_0790	Encephalitozoon cuniculi	6035	Microsporidia	1	0	1.000000000
OG_1185	nempa_5256_1:NEPG_02078	Nematocida parisii	586133	Microsporidia	0.9968104711	0	1.000000000
OG_1261	enche_5516_1:EHEL_101210	Encephalitozoon hellem	27973	Microsporidia	0.99776738458	0	1.000000000
OG_1261	entbi_4241_1:EBI_22815	Enterocytozoon bieneusi	31281	Microsporidia	0.876060607	0	1.000000000
OG_1261	vitco_50505:VICG_00100	Vittaforma corneae ATCC 50505	993615	Microsporidia	0.835080646	0	1.000000000
OG_1261	nempa_5256_1:NEPG_01755	Nematocida parisii	586133	Microsporidia	0.69464593969	0	1.000000000
OG_1261	antlo_2712:1049	Antonospora locustae	278021	Microsporidia	0.893321299	0	1.000000000
OG_1261	edhae_4124_1:EDEG_03563	Edhazardia aedis	70536	Microsporidia	0.987734806	0	1.000000000
OG_1261	vavcu_5255_1:VCUG_00063	Vavraia culicis	103449	Microsporidia	0.92460820314	0	1.000000000
OG_1261	nosce_4242_1:NCER_100189	Nosema ceranae	40302	Microsporidia	0.54136546069	0	1.000000000
OG_1261	encin_5517_1:Eint_101140	Encephalitozoon intestinalis ATCC 50506	876142	Microsporidia	0.99901025509	0	1.000000000
OG_1261	enccu_2934_1:ECU10_1190	Encephalitozoon cuniculi	6035	Microsporidia	0	0	1.000000000
OG_1261	annca_339:H312_02823	Anncaliia algerae PRA339	1288291	Microsporidia	0.618956042	0	1.000000000
OG_1323	enccu_2934_1:ECU08_1370	Encephalitozoon cuniculi	6035	Microsporidia	0.99982595983	0	1.000000000
OG_1323	annca_339:H312_00068	Anncaliia algerae PRA339	1288291	Microsporidia	0.99934039867	0	1.000000000
OG_1323	vavcu_5255_1:VCUG_01469	Vavraia culicis	103449	Microsporidia	0.998192848	0	1.000000000
OG_1323	vitco_50505:VICG_00912	Vittaforma corneae ATCC 50505	993615	Microsporidia	0.99943962244	0	1.000000000
OG_1323	nempa_5256_1:NEPG_00426	Nematocida parisii	586133	Microsporidia	0.996246478	0	1.000000000
OG_1323	edhae_4124_1:EDEG_00987	Edhazardia aedis	70536	Microsporidia	0.99993892	0	1.000000000
OG_1323	nosce_4242_1:NCER_100163	Nosema ceranae	40302	Microsporidia	0.9982234528	0	1.000000000
OG_1323	enche_5516_1:EHEL_081350	Encephalitozoon hellem	27973	Microsporidia	0.99941728198	0	1.000000000
OG_1323	antlo_2712:286	Antonospora locustae	278021	Microsporidia	0.99358226141	0	1.000000000
OG_1323	entbi_4241_1:EBI_25542	Enterocytozoon bieneusi	31281	Microsporidia	0.99530551615	0	1.000000000
OG_1323	encin_5517_1:Eint_081350	Encephalitozoon intestinalis ATCC 50506	876142	Microsporidia	0.99940245118	0	1.000000000
OG_1327	annca_339:H312_00109	Anncaliia algerae PRA339	1288291	Microsporidia	0	0	1.000000000
OG_1327	vitco_50505:VICG_01653	Vittaforma corneae ATCC 50505	993615	Microsporidia	0.98796214348	0	1.000000000
OG_1327	nempa_5256_1:NEPG_00967	Nematocida parisii	586133	Microsporidia	0.967343176	0	1.000000000
OG_1327	enche_5516_1:EHEL_091420	Encephalitozoon hellem	27973	Microsporidia	0.9947494267	0	1.000000000
OG_1327	edhae_4124_1:EDEG_03645	Edhazardia aedis	70536	Microsporidia	0.999361702	0	1.000000000
OG_1327	encin_5517_1:Eint_091450	Encephalitozoon intestinalis ATCC 50506	876142	Microsporidia	0.99973123579	0	1.000000000
OG_1327	antlo_2712:2096	Antonospora locustae	278021	Microsporidia	0.17801872863	0	1.000000000
OG_1327	entbi_4241_1:EBI_26456	Enterocytozoon bieneusi	31281	Microsporidia	0.98669423232	0	1.000000000
OG_1327	nosce_4242_1:NCER_100556	Nosema ceranae	40302	Microsporidia	0.991981132	0	1.000000000
OG_1327	enccu_2934_1:ECU09_1270	Encephalitozoon cuniculi	6035	Microsporidia	0.98709199	0	1.000000000
OG_1327	vavcu_5255_1:VCUG_01425	Vavraia culicis	103449	Microsporidia	0.9872434	0	1.000000000
OG_1349	vavcu_5255_1:VCUG_00295	Vavraia culicis	103449	Microsporidia	0.65605334543	0	1.000000000
OG_1349	entbi_4241_1:EBI_26386	Enterocytozoon bieneusi	31281	Microsporidia	0.98531719962	0	1.000000000
OG_1349	nosce_4242_1:NCER_101365	Nosema ceranae	40302	Microsporidia	0.99816759566	0	1.000000000
OG_1349	edhae_4124_1:EDEG_01911	Edhazardia aedis	70536	Microsporidia	0.99924935143	0	1.000000000
OG_1349	antlo_2712:2382	Antonospora locustae	278021	Microsporidia	0.99114798094	0	1.000000000
OG_1349	encin_5517_1:Eint_051270	Encephalitozoon intestinalis ATCC 50506	876142	Microsporidia	0.99871899652	0	1.000000000
OG_1349	vitco_50505:VICG_00592	Vittaforma corneae ATCC 50505	993615	Microsporidia	0.99444259583	0	1.000000000
OG_1349	enccu_2934_1:ECU05_1220	Encephalitozoon cuniculi	6035	Microsporidia	0.99883075525	0	1.000000000
OG_1349	enche_5516_1:EHEL_051350	Encephalitozoon hellem	27973	Microsporidia	0.97879674166	0	1.000000000
OG_1349	annca_339:H312_00331	Anncaliia algerae PRA339	1288291	Microsporidia	0.99865012937	0	1.000000000
OG_1349	nempa_5256_1:NEPG_00111	Nematocida parisii	586133	Microsporidia	0.94781422631	0	1.000000000
OG_1378	edhae_4124_1:EDEG_00297	Edhazardia aedis	70536	Microsporidia	0.97417388141	0	1.000000000
OG_1378	entbi_4241_1:EBI_24309	Enterocytozoon bieneusi	31281	Microsporidia	0.99576038224	0	1.000000000
OG_1378	nosce_4242_1:NCER_102035	Nosema ceranae	40302	Microsporidia	0.99780554174	0	1.000000000
OG_1378	nempa_5256_1:NEPG_00713	Nematocida parisii	586133	Microsporidia	0.9952613221	0	1.000000000
OG_1378	vavcu_5255_1:VCUG_01830	Vavraia culicis	103449	Microsporidia	0.99515611345	0	1.000000000
OG_1378	vitco_50505:VICG_02053	Vittaforma corneae ATCC 50505	993615	Microsporidia	0.99680695758	0	1.000000000
OG_1378	enche_5516_1:EHEL_111720	Encephalitozoon hellem	27973	Microsporidia	0.99878382835	0	1.000000000
OG_1378	encin_5517_1:Eint_111730	Encephalitozoon intestinalis ATCC 50506	876142	Microsporidia	0.99877002925	0	1.000000000
